,lodging,clothing_store,cafe,restaurant,school,health,meal_delivery,point_of_interest,subway_station,electronics_store,home_goods_store,bar,police,convenience_store,store,synagogue,furniture_store,food,sublocality_level_1,florist,bicycle_store,locality,hardware_store,night_club,park,grocery_or_supermarket,general_contractor,pharmacy,church,jewelry_store,bakery,meal_takeaway,pet_store,shoe_store,post_office,book_store,neighborhood,art_gallery,finance,gym,lawyer,doctor,insurance_agency,real_estate_agency,accounting,car_dealer,physiotherapist,travel_agency,liquor_store,parking,bus_station,atm,hospital,spa,movie_theater,library,museum,moving_company,cemetery,storage,local_government_office,car_repair,transit_station,courthouse,gas_station,dentist,department_store,car_rental,hindu_temple,funeral_home,painter,car_wash,bank,mosque,locksmith,university,hair_care,beauty_salon,shopping_mall,place_of_worship,roofing_contractor,plumber,laundry,veterinary_care,electrician,amusement_park,stadium,movie_rental,campground,bowling_alley,premise,natural_feature,zoo,aquarium,light_rail_station,rv_park,embassy,city_hall,airport,fire_station,casino
326,4.0,1.0,,13.0,3.0,2.0,5.0,,2.0,,1.0,10.0,,2.0,4.0,,1.0,1.0,1.0,,,1.0,,3.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1.0,1.0,,12.0,3.0,2.0,3.0,,,,,9.0,,2.0,5.0,,2.0,2.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.0,4.0,,14.0,2.0,1.0,,6.0,4.0,,,16.0,1.0,2.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,4.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,3.0,1.0,,15.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,14.0,,1.0,4.0,,,2.0,1.0,,,1.0,1.0,2.0,,,,2.0,,,3.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
328,,1.0,,11.0,,1.0,4.0,2.0,,,,8.0,,,8.0,,1.0,2.0,1.0,,,1.0,,,,2.0,,3.0,1.0,,1.0,,,,,,,,,,1.0,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,1.0,,3.0,3.0,,,6.0,,1.0,2.0,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,5.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,3.0,,,15.0,1.0,1.0,,3.0,1.0,2.0,1.0,9.0,,2.0,3.0,,1.0,,1.0,,,1.0,1.0,,,4.0,2.0,2.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
201,,2.0,,12.0,9.0,1.0,,3.0,,3.0,1.0,1.0,1.0,,4.0,,,2.0,1.0,,,1.0,2.0,,,3.0,,,3.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2.0,3.0,,13.0,6.0,,,3.0,1.0,1.0,1.0,1.0,,1.0,4.0,,,2.0,1.0,,,1.0,3.0,1.0,,1.0,,2.0,1.0,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,3.0,,,10.0,5.0,2.0,,7.0,3.0,1.0,1.0,,,,3.0,,4.0,,1.0,,,1.0,1.0,1.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
202,2.0,,,14.0,5.0,2.0,,5.0,1.0,1.0,,,,,6.0,,3.0,1.0,1.0,,,1.0,,,,3.0,,,4.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.0,1.0,,15.0,2.0,,2.0,,4.0,5.0,1.0,2.0,,,1.0,,2.0,,1.0,,,1.0,,1.0,,1.0,,2.0,,,3.0,,,,,,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2.0,,,15.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,1.0,,,2.0,,3.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,1.0,,13.0,4.0,1.0,,3.0,1.0,2.0,2.0,,1.0,1.0,4.0,,,1.0,1.0,,,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,2.0,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1.0,,,17.0,7.0,1.0,,2.0,1.0,4.0,2.0,,,1.0,4.0,,,,1.0,,,1.0,1.0,1.0,,,,,2.0,,,2.0,,1.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2.0,1.0,1.0,12.0,1.0,,2.0,3.0,,1.0,1.0,6.0,,,5.0,,2.0,2.0,1.0,,,1.0,,,,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2.0,1.0,,16.0,,1.0,,1.0,,,,2.0,,,7.0,,,2.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
779,9.0,2.0,1.0,11.0,1.0,2.0,,3.0,,1.0,,18.0,,1.0,,,,2.0,1.0,,1.0,1.0,,1.0,,2.0,,2.0,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
778,7.0,6.0,1.0,13.0,,1.0,,1.0,1.0,1.0,,18.0,,,2.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,3.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
77,,,,2.0,,,,7.0,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4.0,1.0,3.0,6.0,,,,1.0,,,,13.0,,,1.0,,,2.0,1.0,1.0,,1.0,,4.0,,1.0,,,,1.0,7.0,8.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4.0,1.0,2.0,4.0,,,,1.0,,1.0,,13.0,,,5.0,,,3.0,1.0,1.0,,1.0,,4.0,,,,,,1.0,5.0,9.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2.0,1.0,2.0,12.0,,,,8.0,,3.0,,6.0,,,7.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
73,,2.0,4.0,6.0,,,,7.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,10.0,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2.0,1.0,,18.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,,1.0,3.0,,1.0,2.0,1.0,,,1.0,1.0,2.0,,3.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
70,1.0,2.0,,16.0,3.0,,2.0,3.0,1.0,3.0,1.0,5.0,1.0,,4.0,,1.0,3.0,1.0,,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
655,20.0,3.0,3.0,7.0,,1.0,1.0,,4.0,3.0,,14.0,,,4.0,,,,,,,1.0,,5.0,,,,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4.0,3.0,,16.0,,1.0,1.0,2.0,,1.0,,2.0,,1.0,5.0,,,,1.0,2.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
78,5.0,,,14.0,2.0,,2.0,2.0,2.0,1.0,,5.0,1.0,,4.0,,1.0,1.0,1.0,2.0,,1.0,,,,2.0,,,,3.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2,,,,3.0,,1.0,,8.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
805,1.0,2.0,,1.0,2.0,3.0,,1.0,1.0,,1.0,,1.0,,5.0,,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,1.0,,,,,,13.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,7.0,2.0,6.0,5.0,4.0,2.0,,1.0,2.0,,,15.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,2.0,1.0,,,,1.0,,,,,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
669,1.0,1.0,1.0,17.0,3.0,,1.0,1.0,2.0,2.0,1.0,5.0,,1.0,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,1.0,1.0,13.0,2.0,,1.0,2.0,1.0,2.0,,10.0,,,1.0,,,2.0,1.0,,,1.0,1.0,,,2.0,,,,1.0,2.0,1.0,,2.0,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1.0,,3.0,9.0,,,,1.0,1.0,2.0,,15.0,,,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0,,1.0,,,,,,3.0,,1.0,,,,6.0,,,,,,,1.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,4.0,1.0,5.0,4.0,,,1.0,7.0,3.0,2.0,,11.0,,,6.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,3.0,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,8.0,1.0,3.0,6.0,,,2.0,10.0,3.0,1.0,2.0,9.0,,,7.0,,,,1.0,1.0,,1.0,,7.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,13.0,1.0,1.0,15.0,2.0,,1.0,3.0,2.0,1.0,4.0,4.0,,,9.0,,1.0,1.0,1.0,,,1.0,,3.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,11.0,1.0,1.0,15.0,1.0,,1.0,5.0,2.0,1.0,4.0,3.0,,,8.0,,2.0,1.0,1.0,,,1.0,,1.0,,,2.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,7.0,,,16.0,,,1.0,8.0,1.0,1.0,3.0,1.0,,,9.0,,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,2.0,1.0,,5.0,,2.0,,8.0,,1.0,2.0,,,,8.0,,2.0,,1.0,,,1.0,2.0,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
660,1.0,,,1.0,,1.0,,6.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,2.0,,1.0,2.0,,,2.0,,,,,,,,,,1.0,1.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
769,4.0,,1.0,13.0,1.0,1.0,,2.0,,1.0,,1.0,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,4.0,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
692,17.0,7.0,1.0,8.0,,,3.0,,5.0,,,11.0,,,2.0,,1.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,2.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,16.0,7.0,,12.0,,,1.0,1.0,3.0,,1.0,15.0,,,,,2.0,1.0,,,,1.0,1.0,2.0,,2.0,,,,,2.0,2.0,,1.0,,,1.0,1.0,,1.0,,1.0,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
690,19.0,6.0,,8.0,,1.0,,,6.0,2.0,,15.0,,,6.0,,,2.0,,,,1.0,,3.0,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,19.0,8.0,1.0,9.0,,1.0,1.0,,4.0,,,12.0,,,6.0,,,,,,,1.0,,1.0,,,,,,1.0,2.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,3.0,1.0,4.0,2.0,,1.0,4.0,1.0,2.0,,,,1.0,4.0,1.0,,,1.0,1.0,,1.0,,,1.0,2.0,,2.0,,,,,,,,1.0,,,,,,4.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
697,3.0,1.0,1.0,10.0,2.0,,2.0,2.0,,1.0,1.0,,,,7.0,,1.0,1.0,1.0,,,1.0,2.0,,1.0,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,10.0,1.0,3.0,12.0,,1.0,,3.0,,1.0,,16.0,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
695,4.0,1.0,1.0,16.0,,3.0,,2.0,1.0,3.0,,3.0,,3.0,,,,,,,,1.0,,,,,,10.0,,,,,,,,,1.0,,,,,11.0,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
698,6.0,1.0,2.0,17.0,1.0,,1.0,4.0,,1.0,3.0,,,,6.0,,,,1.0,,,1.0,1.0,,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
699,,1.0,2.0,13.0,2.0,,,7.0,,1.0,3.0,,,1.0,5.0,,1.0,,1.0,,,1.0,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,3.0,1.0,2.0,7.0,,,1.0,3.0,,2.0,,18.0,,,4.0,,1.0,2.0,,,,1.0,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
543,3.0,3.0,2.0,9.0,,,1.0,3.0,,1.0,,19.0,,1.0,6.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
540,,,,,,1.0,,5.0,,,1.0,,,,,,,,1.0,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,
541,1.0,2.0,2.0,6.0,,1.0,3.0,1.0,,2.0,,19.0,,,2.0,1.0,1.0,2.0,,,,2.0,1.0,,,2.0,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,1.0,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,
546,17.0,7.0,2.0,9.0,,,1.0,,7.0,1.0,3.0,11.0,,,2.0,,,1.0,,,,1.0,1.0,6.0,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,18.0,4.0,2.0,6.0,,,,,4.0,2.0,2.0,11.0,,,5.0,,,,,,,1.0,1.0,5.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,17.0,7.0,4.0,5.0,,1.0,,1.0,2.0,2.0,,17.0,,,3.0,,,,,,,1.0,,5.0,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,18.0,5.0,6.0,5.0,,,1.0,1.0,6.0,,2.0,17.0,,,1.0,,1.0,,,,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
548,18.0,4.0,4.0,8.0,,1.0,,3.0,3.0,,1.0,13.0,,,5.0,,2.0,,,,,1.0,,1.0,,,,,,,3.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
549,18.0,2.0,1.0,8.0,,3.0,,1.0,1.0,,,16.0,,,3.0,,1.0,,,,,1.0,2.0,2.0,,3.0,,,,,4.0,1.0,,,,,1.0,1.0,1.0,,,3.0,,2.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,2.0,2.0,12.0,1.0,,3.0,1.0,2.0,2.0,,18.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
869,3.0,1.0,,12.0,,2.0,,6.0,2.0,,,4.0,1.0,,7.0,,1.0,,,1.0,,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
991,,,,15.0,,2.0,3.0,,1.0,1.0,,1.0,,1.0,3.0,,1.0,,,,,1.0,,,,,,4.0,,1.0,3.0,,1.0,2.0,,,1.0,1.0,1.0,,,16.0,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1.0,,,13.0,,4.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,5.0,,2.0,,,,,1.0,2.0,1.0,,2.0,,,,,2.0,1.0,,1.0,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
868,5.0,1.0,,4.0,4.0,2.0,,7.0,,,2.0,,,,6.0,,3.0,,,,,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
120,1.0,,,17.0,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,19.0,,,1.0,1.0,,,,,,,,,,17.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,1.0,,17.0,8.0,,1.0,2.0,,1.0,1.0,1.0,,,5.0,,,2.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
122,,,,17.0,4.0,2.0,1.0,5.0,1.0,3.0,,,,,5.0,,,2.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,17.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,,,,4.0,,,2.0,1.0,,,1.0,1.0,,,2.0,,1.0,,1.0,2.0,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.0,,,15.0,4.0,,,3.0,1.0,,2.0,,,,7.0,,1.0,2.0,1.0,,,1.0,,,,3.0,,1.0,2.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.0,1.0,,18.0,5.0,,1.0,1.0,,2.0,1.0,,,,3.0,,2.0,,1.0,,,1.0,,,1.0,3.0,,2.0,1.0,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,3.0,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,5.0,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,2.0,,,,4.0,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,5.0,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,17.0,,,,1.0,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
